ID_REF,pancreatic cancer saliva-1,pancreatic cancer saliva-2,pancreatic cancer saliva-3,pancreatic cancer saliva-4,pancreatic cancer saliva-5,pancreatic cancer saliva-6,pancreatic cancer saliva-7,pancreatic cancer saliva-8,pancreatic cancer saliva-9,pancreatic cancer saliva-10,pancreatic cancer saliva-11,pancreatic cancer saliva-12,Healthy control saliva-1,Healthy control saliva-2,Healthy control saliva-3,Healthy control saliva-4,Healthy control saliva-5,Healthy control saliva-6,Healthy control saliva-7,Healthy control saliva-8,Healthy control saliva-9,Healthy control saliva-10,Healthy control saliva-11,Healthy control saliva-12
234176_at,3.29,1.74,0,3.97,1.33,0,1.69,1.06,9.39,3.23,0.72,1.52,1.66,5.08,6.14,0,9.87,3.17,1.98,0,0.02,2.33,4.84,3.81
234177_at,258.34,100.09,64.62,209.51,81.99,11.63,166.77,62.74,32.95,108.67,145.23,82.53,95.09,37.98,100,44.7,187.28,236.32,198.93,9.08,102.08,157.69,6.41,86.04
234178_at,0,0.49,0,3.08,0.12,2.66,24.23,0.68,0,0,0.02,0,0,1.23,0,5.26,0,0.11,11.22,6.99,2.09,0.01,3.71,0.1
234179_at,3.49,3.92,0,5.12,0.59,0,16.88,0,21.64,5.45,14.69,10.71,0.61,0,2.77,0,0,0,48.67,1.85,0,12.04,0,0.01
234180_at,9.59,0.19,7.02,0,1.74,0,4.86,0.86,0.01,0,0.65,8.8,0,0,4.04,1.37,1.2,0,0.25,2.83,7.91,1.71,0.36,0
234181_at,1.5,9.11,4.01,6.07,11.02,0.24,50.81,22.74,0.02,5.09,2.12,2.17,13.16,2.42,1.79,3.44,0.97,2.16,2.93,2.83,2.56,5.47,9.2,3.22
234182_at,4.11,0,0.93,3.4,2.55,3.47,0.01,0,3.57,0,1.31,2.88,0.69,6.59,4.15,1.67,0,4.86,0.33,1.55,13.76,0.47,6.48,1.18
234183_at,0,2.1,5.29,3.94,4.79,2.11,0,0,0,2.33,6.2,1.37,2.77,3.93,5.72,2.08,0,0.92,1.53,0,1.67,4.45,0.01,0
234184_at,33.89,32.17,18.5,28.87,31.61,0.97,2.24,52.63,40.52,7.08,57.9,250.19,29.7,3.9,36.15,27.93,54.6,28.22,138.79,2.07,7.05,21.4,2.44,21.36
234185_at,0,2.3,0,4.8,0.42,8.1,0,9.5,0,3.19,6.17,3.63,0.1,0,0,0.7,3.24,1.04,0.01,0,4.46,0.46,0,0
234186_at,0.02,6.93,4.78,26.04,3.55,0,14.06,14.28,0.01,0,16.25,0,0.01,14.16,14.81,36.04,0,49.9,0.01,29.98,1.3,12.69,4.29,1.47
234187_at,0,1.96,3.55,0.88,2.08,0,1.47,0,0,0,0,3.68,4.72,0,3.18,0,7.88,0,0,0,5.86,1.03,0,2.44
234188_at,0,5.84,0,3.2,1.71,0,0.44,0,1.12,0,0,0,0.57,3.97,4.12,0.96,0.67,5.34,0,3.72,0,0,3.41,0
234189_at,2.58,1.62,1.22,0.92,1.09,1.48,0.23,0.22,0.09,1.1,1.05,0.77,0.12,1.18,0,0,0.5,1.48,0.04,0,0,0.23,8.39,0
234190_at,5.83,1.52,4.22,2.24,4.12,0.21,0.01,0,0,0,0,0.98,0,0,0,1.21,0,0,0.18,0,0,0,0,0.45
234191_at,416.83,389.19,286.55,442.53,291.2,186.43,251.47,281.89,292.17,352,451.68,381.76,479.63,245.59,261.97,282.94,119.92,231.26,311.64,328.9,268.79,221.82,237.29,319.14
234192_s_at,1.82,4.32,1.3,3.86,1.92,4.43,11.13,5.76,4.71,2.54,3.17,4.64,7.41,0.86,2.19,3.2,0.03,3.25,3.83,1.48,0.73,15.94,5.18,8.75
234193_at,0.04,2.52,0.76,0,0,2.88,0.65,0.15,1.07,0.75,2,1.08,0,1.19,0.4,3.78,2.11,2.98,0,0.94,0.6,1.15,2.83,2.26
234194_at,2.84,1.57,2.75,0.02,3.68,2.17,0,2.77,0.8,2.16,0.2,3.91,3.77,0.55,2.45,2.29,0,3.44,2.5,0.5,1.46,1.68,4.47,1.62
234195_at,0,0,0,0.44,0,9.67,0,0,3.38,1.83,2.13,0,0,3.25,0,0.82,2.5,0,0,0,3.61,0,5.88,0
234196_at,0.01,34.51,0,23.46,26.72,0.23,6.93,0.87,59.67,1.46,69.5,0,0.01,6.57,27.64,1.11,56.66,30.48,0,2.92,0,2.06,0,0
234197_at,26.66,10.78,30.98,30.2,19.03,6.41,3.86,4.96,1.41,3.15,10.41,3.93,54.33,28.77,10.88,7.64,5.26,16.12,2.86,2.5,0.01,65.11,0.01,49.12
234198_at,0,0.41,0.01,2.38,0.96,1.03,3.42,0.01,5,0.52,1.09,0.03,0.42,1.42,1.16,0.01,0,0.07,0.13,0,0.93,0.61,1.74,0.9
234199_at,3.83,3.41,0.74,3.91,24.42,3.18,62.84,9.02,2.57,3,7.83,8.8,9.43,2.73,11.72,6.99,3.52,7.18,5.52,17.34,0.45,31.99,1.5,3.29
234200_at,0,1.47,0.78,1.42,0,0.49,0,1.92,1.14,1.29,2.98,0,0,1.16,4.49,6.34,0.63,0.57,0.53,1.74,2.97,1.3,0.01,0
234201_x_at,359.05,266.2,319.97,290.44,379.68,223.57,269.35,347.09,30.17,159.11,168.54,27.4,271.96,131.4,260.68,335.4,25.94,218.34,369.12,153.26,235.38,288,6.39,107.62
234202_at,5.16,1.2,3.36,0.07,0,0,0,0.97,2.37,0,0,3.99,0,0.26,1.95,3.36,0,3.08,4.42,3.57,0,0,0,0
234203_at,12.6,32.28,0.01,40.04,13.49,28.5,21.78,26.22,3.71,1.04,3.21,2.25,11.99,3.38,8.44,0.19,7.91,7.09,0,29.99,53.38,12.51,91.63,48.38
234204_at,2.77,0,4.94,4.28,4.6,0,0.35,4.61,6.06,1.57,0.01,1.24,0.34,2.97,0,1.91,1.94,1.39,0.96,0,2.74,0.01,8.69,0
234205_at,0.92,0.19,0,7.15,0.02,2.55,0,6.46,0.01,0.79,0.01,0,0.52,1.86,2.83,6.09,4.86,1.81,0,0.31,0,2.13,0.01,0
234206_at,6.99,1.02,3.31,4.03,0,4.56,0.8,2.43,1.53,2.34,5.86,0.05,12.23,3.61,4.15,3.77,5.87,4.71,1.52,2.05,2.7,4.29,8.53,2.43
234207_at,62.1,58.6,84.56,30.02,38.55,89.26,54.74,122.27,78.33,29.15,39.25,115.91,153.95,54.28,183.37,0.33,142.27,29.55,41.42,5.89,103.77,69.45,0.01,155.37
234208_at,7.59,7.79,64.75,8.85,5.44,43.17,49.58,9.84,6.8,34.24,6.92,21.54,5.83,12.06,4.68,3.82,111.91,31.52,16.44,14.98,2.5,4.43,81.87,8.54
234209_at,182.37,257.22,204.96,278.14,241.51,285.67,289.62,140.6,203.73,263.41,267.91,244.43,260.5,314.38,441.51,252.73,264.72,271.23,257.26,217.39,181.72,318.87,265.62,290
234210_x_at,1.22,2.68,0.01,0.01,0.69,0.86,0.74,1.1,2.18,0.34,0,5.05,0.04,0.6,0.01,1.66,0.56,1.16,2.98,4.4,1.89,0,2.49,0.36
234211_at,4.57,4.73,3.87,2.67,0,0.04,0.92,3.76,1.05,0,2.86,0,0,0,0.88,3.53,0,0.02,2.73,0,0,3.01,1.85,1.06
234212_at,0.44,0,0.44,0,2.57,0,0,0,0.97,0,3.21,0.57,1.88,1.31,0.99,0,4.88,1.71,0,0,0,1.3,0.38,2.3
234213_at,4.23,0.32,7.58,1.72,0,0,4.52,2.1,0,2.13,0.31,4.76,1.94,3.7,0,2.86,1.08,2.94,0,2.69,0,2.39,0,0.99
234214_at,15.11,37.51,148.87,60.01,4.88,102.46,57.02,17.65,6.06,37.73,47.05,35.06,43.42,174.09,42.79,176.69,179.8,55,29.65,20.21,187.86,38.62,170.44,23.67
234215_at,1.32,0,0.72,1.86,1.41,8.11,0.36,0,7.65,0,3.12,0,1.62,1.29,0.84,0,38.96,0.61,0.67,6.25,1.37,2.21,2.26,0.11
234216_at,0,4.49,5.21,6.41,5.34,8.47,3.15,6.31,0,14.72,7.28,3.51,0.06,1.9,5.68,0.05,0,1.33,0.01,0,4.34,5.42,7.97,5
234217_at,4.2,0,7.65,0,5.12,0,0,11.71,9.6,0,0,24.96,2.48,4.79,2.45,0,13.69,0.01,0,26.75,3.28,3.76,26.21,4.75
234218_at,5.32,0,0.75,0.27,2.99,0,0.94,5.74,4.35,5.23,0.01,0.05,3.63,0.78,1.41,0.01,3.51,2.31,0.01,0,0,2.85,0.01,1.39
234219_at,411.56,571.57,260.52,524.42,390.7,171.35,190.46,195.66,200.57,308.16,554.23,283.74,497.68,261.72,273.27,294.95,98.36,167.72,192.47,177.91,2.39,209.31,120.46,296.28
234220_at,0.28,0,0.03,0,0.01,0,0,0,9.57,2.5,0,4.17,0,4.78,0.01,0.2,0,0.01,1.43,6.06,0,0.02,3.03,2.79
234221_at,0,3.57,0,0.91,6.27,3.17,0,0,1.69,0.69,3.82,5.23,2.12,4.22,1.3,3.26,0,0,12.03,0,2.32,2.03,1.19,0.23
234222_at,2.62,4.89,2.78,0,2.95,0,2.1,2.01,0,0,0,1.39,5.17,1.65,0,0.03,0.01,0,2.52,0.01,7.73,1.3,0,0
234223_at,3.36,1.04,3.76,5.52,3.69,0,0,1.16,0,0.65,0,0,5.95,0,0,0,6.93,4.93,1.23,2.31,0.43,5.17,0,1.67
234224_at,4.7,3.53,0,0.83,0.22,0.83,0,0.95,0.05,0,2.06,6.3,2.25,11.03,1.76,0,0.02,3.3,0.91,0,1.45,1.82,0,0
234225_at,34.35,5.79,1.07,39.95,75.37,4.48,3.55,0.5,8.19,0.01,6.05,6.65,65.14,1.32,58.41,0.61,0.13,72.02,4.3,11.24,1.32,23.58,0.62,37.77
234226_at,2.73,0.72,0,0,4.53,2,0.59,0,0,0.9,8.43,0.01,1.67,1.3,0.45,0.28,0,0.01,2.42,0,4.16,0.02,0,3.3
234227_at,1.11,0.01,2.04,0.32,0,1.93,3.76,0,0.67,0,1.67,2.18,0,0,0.07,0.96,13.84,0.01,0.31,0.19,2.65,1.71,0.94,2.7
234228_at,3.81,0.04,0.01,3.45,1.58,9.52,5.41,0.52,4.26,1.28,1.91,6.3,1.12,8.22,1.14,0,2.56,0.24,0,0,0.88,2.17,0.01,0
234229_at,4.24,4.94,1.77,3.73,0.32,2.94,0,4.27,1.77,0.8,0.58,2.83,0,4.24,2.01,0.74,0.13,2.09,0.42,5.45,0.01,0,0,0.24
234230_at,0,0.61,0.01,1.24,1.25,0.66,3.52,0,0,0.32,3.26,7.09,0.01,1.5,0.01,0.02,0,6.2,1.85,9.15,0,1.39,5.8,0
234231_at,3.84,4.48,1.38,3.96,3.41,0.39,0,9.34,2.47,1.54,3.43,1.65,0,2.56,3.72,2.36,0,0.84,3.44,0.12,4.69,2.34,1.09,1.7
234232_at,0.22,6.15,8.61,26.1,97.7,0.02,63.11,15.63,5.08,107.53,0.01,75.94,31.53,60.35,54.17,5.05,6.18,91.04,7.95,0,12.1,20.02,0,0.03
234233_s_at,361.34,411.03,4.23,315.48,364.45,383.96,309.28,329.33,241.85,358.85,363.66,418.35,623.09,439.8,479.05,223.04,260.89,599.34,306.91,289.67,100.81,282.87,250.32,367.23
234234_at,0,0,5.68,0,3.54,0.83,1.26,4.48,0,0,0,0,1.05,0.01,0.01,0.01,6.35,1.1,0,0,9.55,3.47,0.01,0
234235_at,6.14,2.63,3.46,2.98,0,0.82,0.01,6.09,1.26,2.18,0.44,0.45,1.74,0.95,2.92,0.46,0,1.76,0.08,2.66,0.61,0.01,0,1.93
234236_at,2.01,2.77,6.67,4.31,0.44,3.46,0.2,3.24,0,1.86,0,1.42,0,0.17,4.61,1.47,0,0,0,0,2.59,0,0,0
234237_s_at,0.63,3.75,2.64,1.35,0.89,0.49,1.88,1.42,2.96,3.24,2,2.94,0,2.14,4.19,2.88,0.45,2.25,0.37,2.38,0,1.38,1.46,2.24
234238_at,0.24,0,0,0,0,4.08,7.7,3.87,0.69,0.47,0.25,0,0.01,0,1.6,5.56,0,0.83,3.23,0,0.01,1.05,8.44,0.53
234239_at,0.01,0,0,5.68,0.2,0,1.09,5.47,1,1.76,0,0,6.87,2.64,4.94,1.5,0,0,0,0,0,3.95,0,3.14
234240_at,0,0,0,1.7,5.81,1.58,1.9,4.06,2.81,0.07,2.45,0.5,0.7,0.54,2.49,2.41,0,0.06,1.81,5.98,1.44,1.17,2.34,3.63
234241_at,0.09,4.64,4.49,1.72,1.12,7.68,0,0,4.07,0,0.65,2.07,6.31,0,0.01,1.52,5.43,0,0.03,3.37,0,0,0,0.01
234242_at,8.26,43.99,42.35,0.02,96.81,44.09,0.01,33.07,80.27,0.02,33.4,47.05,34.1,45.25,18.21,140.01,0.01,19.59,121.5,0.02,0.06,50.11,124.97,28.44
234243_at,8.3,6.12,8.59,4.78,4.93,8.65,3.84,0.01,2.76,2.61,12.06,4.25,6.2,7.76,3.95,5.8,2.64,7.35,10.51,8.32,5.65,6.99,7.89,5.92
234244_at,0,2.84,2.88,0.02,3.16,0,2.1,0,3.64,2.95,4.86,1.14,0.55,3.59,2.58,0.43,0,2.6,0,6.51,0.14,2.06,3.45,4.05
234245_at,0.02,0,5.5,0.22,0,2.13,7.86,3.21,1.69,0.94,0,1.13,0.63,2.16,4.7,0,0,2.32,1.47,0,0.62,2.43,2.39,0.6
234246_at,2.71,1.62,0,0.01,3.77,1.35,8.2,1.43,0,0.08,0.21,0.4,1.85,0,1.12,8.27,1.53,0.6,0,0,1.53,3.24,0,0.23
234247_at,0,0,0.55,1,0.01,0,0,0.55,0.61,0,0.04,0,1,3.48,1.96,0,2.7,0,0.19,3.18,10.71,1,0.57,1.15
234248_at,0,1.84,0,2.04,0,0,0,0,0.44,0,1.31,0,7.02,0,1.62,4.07,0.28,0.12,0.05,0,2.35,0.98,3.52,0
234249_at,55.59,63.15,110.37,54.57,57.24,0,13.32,38.98,68.01,34.3,25.52,69.31,151.51,113.92,99.45,0.01,9.43,67.83,0.03,1.77,0.34,26.84,18.58,46.81
234250_at,3.6,2.64,1.51,9.6,2.28,0,1.71,3.42,2.39,0,0,3.89,0.02,0,1.68,1.21,0.36,7.73,1.13,0,0.01,1.63,0.33,4.92
234251_at,0.41,1.8,0,0.61,5.15,0,1.73,2.21,2.23,0.31,0.88,0,0.03,3.01,1.76,1.84,0,1.19,0,1.72,0.7,1.12,0.15,1.26
234252_at,52.24,29.5,3.26,58.18,20.93,38.65,2.93,4.78,8.61,98.5,50.72,5.39,44.42,115.02,34.66,4.34,1.61,45.15,37.9,82.6,0.27,6.41,1.46,35.21
234253_at,0.01,4.6,0.9,2.72,0.01,5.97,4.4,4.64,7.39,3.36,0,1.25,1.2,2.21,0.36,3.67,0.03,0,0,0,2.77,5.46,1.3,2.21
234254_at,0,1.57,10.46,4.04,5.51,30.46,0.01,2.73,1.48,0,1.13,3.5,5.92,3.97,0.13,0,24.54,0,0.16,1.5,8.13,3.69,2.52,1.45
234255_at,1.19,5.67,6.99,0.02,2.04,0,6.97,0.22,0.01,0,4.72,0.01,4.15,2.43,5.8,4.72,4.18,6.28,2.53,0.92,0,7.37,7.62,5.15
234256_at,7.54,0,2.64,0,1.91,0,1.63,0,1.59,0,1.85,0.94,0.45,0.05,0,2.99,3.36,1.91,1.62,3.08,0,0.37,0,0.01
234257_at,3.88,7.63,0,4.12,1.82,2.9,0.43,0,0,6.24,3.4,1.74,5.14,5.65,1.34,0,1.33,0.01,0,3.1,3.53,1.17,0.06,0
234258_at,0,0,0,0,0.75,3.98,0.4,1.14,0,3.21,0,2.38,1.77,0.82,1.07,1.07,0,0.01,0,1.21,9.14,0,0,0
234259_at,0,6.83,4.22,0,3.03,1.37,0.5,0.24,0,1.69,0,0,0,0,0,3.61,0,3.83,0,0,0.01,0,1.69,0
234260_at,0,3.56,0.58,2.72,1.43,4.34,1.63,5.28,2.73,0,0.89,2.32,3.37,1.54,1.6,0,0,4.98,0.06,2.91,1.85,5.23,0,0
234261_at,0.18,8.58,1.13,4.03,3.84,3.52,0.74,1.26,0.01,0,3.69,7.95,6.08,7.65,5.49,0.06,3.35,4.41,0.06,0.61,5.09,3.39,2.01,0.21
234262_at,2.96,4.32,0.03,2.12,0.21,0.71,3.36,2.03,0,3.88,1.35,3.92,0.76,1.88,2.29,0.01,1.23,0.76,0,0.77,0,1.6,0.91,4.08
234263_at,0,1.95,12.72,0,4.21,0.88,0.42,1.4,0,0,1.49,0,0.91,0,0,5.56,0,0,0,0,1.93,0.01,0.12,0.42
234264_at,53.65,155.51,249.92,66.64,108.83,143.06,177.94,169,158.48,121.8,88.39,136.92,96.87,65.63,129.33,158.89,69.87,39.79,217.27,228.6,80.78,101.69,173.9,0.02
234265_at,6.74,6.17,0,0,0.22,0,0,1.77,0,0,0,0,5.78,0,0.69,2.8,2.72,0.51,0.01,0,2.51,3.44,1.96,0
234266_at,0.7,0.01,1.05,2.03,0.13,0.5,0.68,0.01,3.66,5.03,1.83,0,0,0,4.01,0.93,3.83,1.4,2.27,5.12,0.63,3.72,0.08,4.37
234267_at,11.4,33.51,69.88,24.53,31.27,28.4,39.37,87.7,49.55,51.55,7.88,4.08,25.16,8.39,33.23,4.02,67.92,11.36,53.5,66.22,0,20.71,54.65,0.38
234268_at,0.01,72.98,240.32,130.75,7.83,226.83,97.72,28.31,167.53,150.06,55.31,12.64,185.5,67.58,36.94,0.01,165.37,0.01,0.1,0.01,7,83.76,154.3,0.03
234269_at,12.83,51.79,2.32,46,34.67,15.29,0,45.32,2.56,1.23,19.43,23.61,20.45,0.18,31.41,2.23,0.01,17.79,0,0,2.99,33.66,2.19,66.28
234270_at,0.01,0.89,6.72,0.5,0.01,1.55,1.17,3.69,1.74,2.24,1.23,0,2.66,1.03,0.97,4.36,5.54,2.16,1.51,0.43,0,1.88,2.76,1.27
234271_at,0,0,0,2,0.46,2.54,0,0,3.82,3.28,1.91,0.19,2.07,1.25,0,0,0,0,1.65,0.01,1.54,2.2,1.78,1.27
234272_at,35.95,1.41,1.61,31.35,6.52,30.16,17.96,2.08,55.58,3.54,28.29,5.71,7.81,17.23,19.9,10.4,11.05,21.37,2.64,0.02,4.12,16.09,11.2,27.98
234273_at,0,2.1,0,0,0,0,0,0.6,2.18,2.52,1.71,0.34,0,1.1,0,1.08,0,1.95,0.01,9.64,0.59,0.78,0,0.82
234274_at,3.32,14,27.41,5.01,41.36,6.53,46.03,1.56,36.85,2.8,14.02,1.75,0.8,9.88,5.34,11.5,1.92,7.65,8.92,7.07,75.44,30.56,1.99,2.43
234275_at,1.43,0,2.5,0,3.93,1.55,0.01,3.21,2.81,3.18,5.71,1.01,0.49,3.58,1.78,0.01,0.56,0.94,0,3.13,0.12,1.64,3.26,0.53
234276_at,46.37,94.18,41.31,106.63,171.33,1.03,1.83,6.59,118.3,43.16,11.03,9.07,159.46,14.2,78.42,6.76,0.25,77.14,0,93.7,0,32.81,0,38.69
234277_at,1.44,0.27,43.79,0.61,0,0,19.58,0.01,9.33,0,0.69,19.33,0.53,5.43,0,0,7.69,7.99,0.11,0,0,0.01,62.76,1.68
234278_at,3.8,2.98,2.61,1.68,1.21,3.14,0.38,2.96,3.19,8.28,2.33,5.18,2.47,0.95,1.58,5.44,3.35,0.1,1.06,6.82,0.61,3,0.03,4.91
234279_at,1.65,0,1.2,0,1.19,2.17,0.31,1.88,0.6,1.32,0,2.15,2.15,0,4.47,0,0.06,1.27,2.22,0,2.14,1.59,1.29,2.58
234280_at,0.41,1.93,0,0.95,0.12,3.3,5.56,2.69,0.21,0.01,0,3.76,1.98,1.49,0.32,3.49,3.89,2.51,4.22,0,14.57,0.99,0,1.54
234281_at,0,2.05,2.21,0.26,6.22,1.4,2.15,0,6.42,0.39,0.38,0,1.03,1.84,0.01,0.78,0.01,2.16,0,0.49,1.27,1.13,1.86,0.35
234282_at,4.04,4.56,0.02,3.51,5.13,3.78,2.67,2.32,3.61,4.17,0.6,1.77,1.65,6.7,4.39,3.99,3.7,1.24,0,1.15,0,4.36,5.66,3.6
234283_at,0.88,0,1.89,2.09,3.18,0,1.21,0,0.54,0.05,0.4,2.52,0,0,0,0.54,0.95,0.78,5.09,0,2.17,0.16,0,0.06
234284_at,0,0.01,0,6.53,0.42,0,0,1.22,2.17,0,0,0,1.46,0,0,0.38,1.46,0,4.59,0,0.69,0,1.25,0
234285_at,2.96,6.57,0.9,4.21,3.96,0.96,5.11,5.07,12.43,0.02,3.03,5.29,2.68,2.33,1.38,7.41,0.9,5.77,2.08,3.29,0,6.49,6.25,2.76
234286_at,0,0.06,0.19,0.65,2.34,1.53,0,2.24,0.68,0.31,2.31,0.97,0,0.71,2.02,0.2,0.01,2.53,0.77,0,0,0.01,2.83,0
234287_at,357.54,336.37,237.06,256.82,315.22,190.92,248.95,257.88,180.97,288.44,293.66,212.74,236.6,265.14,392.2,213.55,189.27,267.9,181.2,174.51,135.97,294.66,281.38,342.75
234288_at,2.59,1.16,0,0.44,3.08,1.82,0.59,0,0,0,0.13,0.47,1.85,0.53,0,1.8,5.24,7.02,0.68,5.22,1.63,0,1.12,0
234289_x_at,4.1,0.96,4.77,1.93,3.62,1.13,4.85,0.57,9.19,6.6,5.84,4.31,1.28,6.32,6.11,2.1,1.74,8.72,0,0.04,0.01,4.42,3.02,2.3
234290_x_at,106,121.77,0,133.54,225.95,58.99,94.89,11.03,16.58,2.31,171.61,301.93,185.81,143.99,84.8,47.43,149.17,197.35,9.47,29.7,0,25.47,0,121.97
234291_s_at,0.62,0,4.43,1.82,5.09,0.06,3.37,0,0.01,1.66,0,0,2,2.74,1.5,5.2,0,5.49,3.71,0,0.25,0.01,0.01,0.6
234292_s_at,8.1,3.6,7.52,8.34,19.52,2.41,1.57,7.59,18.86,9.75,2.81,2.06,24.99,15.02,16.36,0,1.72,20.98,2.76,0.95,1.25,5.86,0,4.8
234293_x_at,1.3,0.77,0,0.98,2.21,2.94,0.03,2.79,0.2,33.59,1.6,0.74,1.27,5.9,1.13,0.32,0.02,1.89,0.27,1.49,0.01,1.34,1.79,2.47
234294_x_at,7.04,3.32,1.98,1.09,5.84,0.05,3.29,0.09,2.2,0.46,0.01,2.14,1.66,1.47,3.56,0,7.01,1.52,0,0,3.04,2.09,8.81,2.05
234295_at,0,0,0,0.01,0,0.01,0,3.96,0.01,0,1.71,2.34,0,0,0,5.86,3.13,0,0,4.22,1.29,1.59,3.77,4.21
234296_s_at,0,1.02,0.01,0,0,0,0,0,0,0,3.05,0.21,0.35,0,0,4.6,2.43,1.41,0,5.65,0,1.75,0.23,3.64
234297_at,0.32,1.63,0.37,0,0.86,2.13,0.01,0.02,0.77,0.04,0.82,3.92,1.22,8.49,0.1,0,0,1.28,0.01,2.79,3.91,3.36,2.64,1.1
234298_at,6.99,0.01,1.51,0.01,2.03,0.96,1.45,3.42,0.63,0,0.44,12.12,2.91,1.02,7.83,18.38,3.6,5.59,4.31,3.85,0.01,5.83,0.01,4.09
234299_s_at,3.13,4.24,1.46,0.01,41.93,0,18.35,21.4,133.18,3.79,1.95,1.27,104.11,3.57,9,2.06,2.12,39.28,3.45,165.21,1.14,68.45,1.34,3.64
234300_s_at,4.85,2.31,5.9,0.64,3.16,1.25,1.5,1.79,4.3,0.01,0,0,4.65,1.49,9.76,0,9.53,3.3,2.89,4.69,5.04,5.26,1.75,3.93
234301_s_at,1.01,9.04,0.01,0.02,2.06,0.35,1.93,0.58,0,0,0,6.62,0.62,4.31,0.01,3.7,5.4,2.44,1.86,3.4,0,6.7,8.31,0.22
234302_s_at,2.7,1.98,1.67,4.82,2.41,2.58,2.55,0.1,1.2,1.08,3.33,3.25,0.6,0,1.3,2.9,1.38,4.33,8,0,0.83,4.02,0.08,0.33
234303_s_at,0.72,1.01,0.4,0.33,0.95,0,1.93,4.48,0,0,1.11,19.12,0,0,0.01,0.8,1.51,0.9,56.96,6.69,14.62,0.28,1.02,1.17
234304_s_at,1.21,3.8,0.34,2.25,3.3,0,4.16,0.42,2.46,6.19,1.15,0.08,0.01,0,0,0,0,0,0,4.12,0,1.72,1.05,3.32
234305_s_at,0.14,7.48,4.57,3.89,6.71,2.82,1.22,1.61,15.67,2.67,7.37,1.56,8.82,1.5,5.17,2,0.49,3.72,3.38,3.58,3.73,3.03,3.59,1.87
234306_s_at,5.87,1.88,11.44,0.01,1.37,3.46,4.39,0,0,1.8,2.6,4.05,0.6,0,3.87,0,7.23,0.01,6.66,3.91,2.55,0,4.28,0
234307_s_at,0.65,1.02,2.71,1.93,0,0,4.12,5.33,10.82,3.52,0,0,0.36,0,0,1.22,1.99,1.31,6.16,8.11,0,0,0,0
234308_at,1.46,1.17,4.33,5.18,0,2.68,0,0.07,3.75,0,0,2.94,6.98,2.01,0,4.43,5.88,1.4,0,0.72,0.01,2.7,0,5
234309_at,0,6.2,0,0,0.41,0,0.49,0,0,0,0,0.09,5.22,1.99,0.7,1.25,2.65,0.84,1.56,9.68,4.07,0,0,0
234310_s_at,5.6,4.19,0,1.66,0.07,0.83,1.17,4.14,0,2.3,0,0,2.35,0,0.01,0.53,1.31,1.62,0.25,2.11,6.11,0,1.57,1.34
234311_s_at,74.79,79.31,111.1,84.36,56.71,0.93,1.46,0.19,62.45,1.98,65.21,5.92,78.62,80.69,58.71,3.17,2.04,114.28,33.02,1.91,2.09,49.97,3.14,76.67
234312_s_at,41.07,55.06,100.99,29.95,40.96,48.95,32.01,38.01,18.11,29.41,40.83,103.36,27.41,40.35,36.14,70.03,12.32,25.5,92.27,73.42,15.15,10.97,55.6,19.93
234313_at,4.51,5.46,4.8,3.67,4.05,1.5,0,7.09,0.94,3.46,5.81,0,4.79,7.02,3.95,1.54,33.18,3.35,0,0.81,0,1.34,0.5,4.77
234314_at,0.01,3.58,2.69,3.63,0.23,0.45,2.59,0.63,0.3,0.98,1.76,0.79,1.03,0,1.87,1.26,3.14,0,7.04,3.14,0,1.04,0,0
234315_at,131.4,272.39,498.83,313.29,142.28,418.81,460.61,408.39,241.49,324.16,221.65,373.85,158.83,237.99,119.32,436.43,448.39,61.73,341.83,386.45,309.75,129.98,370.06,78.34
234316_x_at,0,0.01,0.31,0,2.71,0.11,0,1.05,0,0,0,0,0,0,1.43,1.67,0,0,10.77,0.01,3.17,0,4.78,1.45
234317_s_at,3.06,10.6,1.09,9.07,22.6,1.21,1.34,3.59,6.34,1.7,11.21,6.9,11.85,5.03,10.03,6.28,9.15,7.28,4.77,4.56,0.28,7.39,19,6.97
234318_x_at,1.15,3.64,0.01,6.94,1.03,0.93,0.02,4.3,4.67,5.24,2.11,4.99,0.64,0.36,6.16,0.93,3.05,3.13,3.44,3.22,0,4.12,0,2.95
234319_at,0,0.62,4.72,3.57,0,0,1.16,0,8.23,9.26,0,0,1.81,1.85,2.61,0,0.01,1.5,2.64,1.73,5.05,1.49,2.29,0
234320_at,3.16,1.54,4.18,0,0,3.11,0.73,0,0,0.19,0,0,2.99,4.07,1.51,0,1.76,1.33,0.37,0.13,0.44,1.21,1.77,3.09
234321_x_at,0,4.67,1.16,0.01,0,0.33,2.84,2.36,0,2.21,4.18,0,1.46,0,0,1.27,1,0,2.2,0.01,0.85,0.02,2.61,1.76
234322_at,1.07,1.68,2.15,1.22,0.39,0,0.01,0,0,2.35,5.08,1.86,0,4.33,2.79,3.85,2.76,0,0.28,0,1.53,2.12,0.01,0
234323_at,2.55,1.77,4.03,2.96,3.01,7.14,0,1.54,3.1,1.25,3.11,0,1.37,18.58,0,0,4.75,2.54,3.44,1.47,1.35,0.87,2.04,0.01
234324_at,18.87,59.72,94.8,26.77,30.89,31.46,22.74,137.46,80.85,1.68,52.13,120.26,15.34,57.69,20.16,7.03,137.73,52.88,109.91,161.73,303.28,32.29,79.44,36.05
