ID_REF,pancreatic cancer saliva-1,pancreatic cancer saliva-2,pancreatic cancer saliva-3,pancreatic cancer saliva-4,pancreatic cancer saliva-5,pancreatic cancer saliva-6,pancreatic cancer saliva-7,pancreatic cancer saliva-8,pancreatic cancer saliva-9,pancreatic cancer saliva-10,pancreatic cancer saliva-11,pancreatic cancer saliva-12,Healthy control saliva-1,Healthy control saliva-2,Healthy control saliva-3,Healthy control saliva-4,Healthy control saliva-5,Healthy control saliva-6,Healthy control saliva-7,Healthy control saliva-8,Healthy control saliva-9,Healthy control saliva-10,Healthy control saliva-11,Healthy control saliva-12
234325_at,2.67,2.1,0.08,3.4,28.76,0.13,8.36,0.84,1.75,0.65,19.79,5.84,5.04,2.51,9.29,1.05,1.83,2.1,1.2,18.73,0.19,5.69,2.37,7.04
234326_at,0,0,1.12,0,1.97,1.1,0,9.29,0,1.48,2.64,0,1.75,1.82,0,3.67,0.95,5.23,2.14,1.07,0.5,2.01,0,0.39
234327_at,0,0,6.54,0.11,0,0,3.09,2.7,3.86,0,2.68,0,0,2.18,1.94,0.9,1.17,3.05,0,1.97,0.01,1.2,0,0
234328_at,0.8,0.39,0,1.3,0.01,5.8,0.61,1.36,0,0,3.13,0.02,4.84,4.72,7.42,6.03,1.94,1.23,0,0,2.15,1.23,0.67,0.31
234329_at,42.68,51.06,0.01,46.19,31.69,0.36,1.8,3.13,0,1.33,48.73,0.84,22.35,117.47,22.95,0,7.52,17.32,0,6.53,0.51,23.52,2.17,44.39
234330_at,0.06,1.11,0.47,0,2.73,2.01,0,3.83,4.49,0.09,1.95,2.01,0,2.94,1.32,1.37,3.76,3.87,3.21,0.66,11.1,1.76,3.17,0.06
234331_s_at,0.93,1.11,0.2,6.8,4.06,83.21,0,7.2,1.15,5.47,6.17,4.16,1.7,4.58,3.07,0.57,6.35,2.3,0.41,0.67,1.2,2.85,1.73,8.56
234332_at,84.08,101.32,22.76,34.01,82.96,95.76,157.64,102.06,3.94,91.1,135,1.93,108.22,88.77,92.73,45.51,130.18,100.92,57.76,54,4.44,140.11,4.58,80.6
234333_at,1.44,0,0,0.65,0,2.5,0,2.24,0.77,0,2.3,1.1,0.13,0,5.96,0,0,4.66,1.18,0,0,1.2,0.01,6.55
234334_s_at,4.86,7.16,2.76,4.83,2.71,4.19,4.45,0,0,0.51,9.94,3.54,2.12,0.42,9.38,0.65,2.9,6.94,0.02,3.99,0,0.01,0,5.78
234335_s_at,0,1.77,0.51,0.01,0,0.72,0.01,1.51,2.52,27.11,0.01,3.62,0.09,0.03,0,0.78,1.3,1.17,0,0.7,0.05,1.67,0,2.52
234336_s_at,306.03,372.98,126.78,324.49,191.15,128.7,194.81,171.09,236.59,153.99,183.67,105.02,189.28,220.8,185.69,103.53,116.88,203.06,169.05,177.37,169.34,134.75,134.26,233.2
234337_at,4.06,3.24,0.43,1.54,0.81,4.82,0,0.18,2.06,2.14,0.99,0,0.06,0.27,2.57,0,0.57,4.42,0,0,0.06,2.21,0.63,4.18
234338_s_at,0,3.82,0,1.84,0,0.57,4.01,2.53,0,5.54,2.45,3.49,1.02,0,1.37,0,2.9,2.34,7.24,0,7.13,0.68,0,0.38
234339_s_at,8.39,0.01,11.89,0,0,0,2.76,0.29,5.52,1.28,3.42,3.76,4.16,0,0,0.01,1.33,0,0,0,3.01,0.96,0,0.29
234340_at,0.18,5.9,1.07,0.35,1.25,7.4,0.09,7.06,2.8,1.94,0.04,2.11,2.56,15.61,0,1.4,0.98,0,0,4.08,0.01,0,4.2,2.15
234341_x_at,0.21,2.25,0,1.16,0.96,0.25,2.39,0,0,0,4.07,1.03,0.93,1.66,0,0.47,0.79,0.71,0,5.13,0,0.16,0,0
234342_at,31.53,13.1,0.23,13.29,28.74,92.13,23.31,0,76.71,0.01,38.04,0.04,13.44,30.53,39.09,1.51,5.32,34.95,0.39,0.2,0,32.01,0,39.29
234343_s_at,3.58,0.45,0.68,11.1,8.23,0.51,1.66,2.06,0.45,0.01,5.23,1.49,6.55,5.12,4.01,0,0.59,2.12,1.25,1.27,0,17.75,2.83,4.18
234344_at,0,0.21,0,0,2.53,0,2.62,1.49,1.66,0,0.42,2.93,0,0,0,6.41,0,0,1.26,0,0,0,0,0
234345_at,0.31,3.54,21.64,0.58,0.61,0.15,1.09,1,1.3,0.62,1.82,0.19,2.42,4.99,0.83,0.01,4.83,2.34,4.02,6.36,0,2.38,0,1.33
234346_x_at,5.38,5.25,0,2.98,13.02,0,1.11,4.64,0.77,1.67,1.21,2.11,7.07,2.94,1.74,0,4.62,2.03,3.41,3.1,1.05,3.86,3.52,0.54
234347_s_at,0.01,0,0.01,0.97,2.51,0,2.82,13.95,34.14,0,0.87,3,0,1.85,0.3,0,0.01,0.33,3.7,0.02,1.65,0.4,1.01,2
234348_at,4.23,0.24,0,0.43,0,0,0,1.04,1.58,4.24,0.01,2.97,2.79,3.33,4.24,1.45,0,6.48,0.59,2.54,1.73,3.57,0,1.37
234349_at,1.27,1.91,0,7.36,1.41,2.22,2.74,2.04,0,0,0,0,0,0.31,0,1.12,0.7,0,0.75,0.01,0,0.07,0.04,0.33
234350_at,0.01,0,1.37,0.86,0.35,4.26,4.66,1.34,29.15,0.06,0,3.96,0,0,0,3.51,5.02,0,0,0.37,0.03,0,1.89,0.62
234351_x_at,4.84,0,1.91,0,0,3.28,0,3.4,0.01,2.07,0,0.03,3.02,5.75,2.95,1.12,0,0,0,1.66,1.63,0.67,5.75,4.43
234352_x_at,4.13,0,1.22,0,0,0,0,0.25,0.87,0.69,1.38,0,1.02,1.62,3.28,3.67,1.9,0,0.09,0.82,0,1.23,0,0
234353_at,0,1.15,0.01,0,2.26,1.31,0,1.7,0,0,0,0,0,0,7.34,1.6,0,4.33,1.14,0,0,0.2,0.78,0
234354_x_at,4.34,0,1.37,1.25,2.05,14.98,0.23,0.06,0,9.22,0,0.01,0.02,0.01,0,0,0,2.57,13.87,2.59,2.27,1.77,5.97,0.1
234355_s_at,0.91,0,0,0.29,2.27,0,1.79,4.18,0,0.97,0.93,4.56,1.56,0.21,6.57,0.82,0.03,4.46,0,0,0,0,0.04,0
234356_at,0,1.5,0.35,3.58,2,119.69,0.01,1.8,0.75,0,4.27,1.72,1.28,2.06,1.16,4.98,26.33,0.35,22.55,3.6,2.05,0.86,3.57,0
234357_at,3.19,14.38,2.64,16.95,4.59,16.45,6.22,17.48,24.62,7.36,4.41,0.04,0.01,15.76,7.65,0.01,5.29,14.8,0.01,0.01,0,10.6,10.44,11.05
234358_at,0.45,0,1.18,2.7,0.01,6.33,3.48,0,6.9,0.57,2.93,3.67,0.76,0,2.99,0,0,0.3,8.22,0.72,0.19,0.86,9.66,0
234359_at,1.35,1.81,0.01,4.17,3.67,1.64,0.98,0,0,0.14,3.1,0,5.3,1.64,1.99,1.74,2.88,0,0.56,0.02,1.86,0.2,0,1.19
234360_at,0,0.57,0,0.01,0,4.97,3.35,5.33,0.01,1.08,0,0,0,0,0.8,0,4.79,1.42,2.69,0,1.46,0.57,0,0
234361_at,0.33,0.01,0,1.19,0,0,0.74,0.03,4.67,0,0,0,0.02,1.44,3.21,0.43,0,1.13,0,2.65,0,1.42,3.36,0.41
234362_s_at,2.21,3.4,0.01,2.24,0.91,5.81,0.19,5.4,1.36,0,0,2.22,0.01,1.02,2.49,0.57,2.8,0,0,2.06,3.89,0.65,0,0
234363_at,241.82,21.17,174.81,67.68,10.32,0.55,22.78,0.04,307.51,17.09,0.01,0,30.7,45.22,5.71,43.91,0,386.18,12.71,33.3,67.89,7.1,0.01,6.25
234364_at,1.59,0.82,20.67,4.11,0.07,0.84,0,0,0.22,10.7,1.13,0,1.66,0.88,2.63,3.18,0.79,2.17,1.71,0,6.65,0.61,0,0
234365_at,9.9,11.26,0,5.74,3.41,16.26,0.01,12.9,1.62,3.51,2.82,3.8,7.64,17.38,3.48,27.04,7.73,8.06,7.03,0.4,0,7.55,0,4.46
234366_x_at,2.84,1.65,3.43,2.5,1.4,1.28,0,1.68,1.64,3.96,0.02,3.56,4.73,1.63,5.58,3.81,4.29,5.02,7.13,5.8,3.09,3.1,7.75,1.82
234367_x_at,3.61,1.68,0.04,1.35,2.14,1.6,2.25,0,1.29,2.5,1.45,2.39,1.21,1.35,3.28,0.97,1.21,2.18,0.68,1.48,0,1.16,1.32,2.41
234368_at,1.18,0,0,0.15,0.59,0.71,0.58,0.05,0,1.48,0,2.1,3.35,0.83,0,1.44,4.94,2.45,0,0,2.59,0,2.43,0
234369_at,3.3,0.64,0,5.92,2.29,0.57,1.47,1.63,1.1,5.45,2.79,0.58,0,0.33,5.28,1.86,0,4.33,0.01,0.01,4.99,5.5,2.44,0.01
234370_at,3.12,6.82,12.03,7.51,3.15,8.3,0.46,24.79,3.14,6.06,6.84,17.63,0.87,20.05,15.3,3.79,0.02,1.11,0,0.01,0,1.85,6.14,2.68
234371_at,0.01,20.24,0.01,18.38,42.67,20.24,0.09,8.45,30.44,11.89,22.05,44.64,7.3,0.01,3.02,0.01,0,29.51,70.96,1.68,4.24,3.96,0.01,43.8
234372_at,468.74,407.03,306.96,400.19,419.9,334.14,312.62,299.82,177.42,339.68,319.88,345.69,482.39,355.08,448.89,302.31,286.08,536.59,276.18,310.78,296.67,363.93,296.69,345.08
234373_x_at,3.25,0.29,1.48,1.48,3.53,0.23,3.23,1.43,0.1,4.81,0,0.01,0,0.52,0,0,0.01,4.4,0,7.02,0,2.36,0,1.29
234374_at,0,3.88,0,3.39,0,0,2.31,2.19,1.79,1.73,1.64,1.46,1.17,3.77,2.2,0.57,1.38,3.5,0.49,0,5.29,1.59,2.84,2.66
234375_x_at,0,2.12,0,0.8,0,0.18,2.78,5.45,0,0,0,1.95,2.6,0.1,6.33,0,0,1.7,0,0,3.71,0.31,0,0
234376_at,0.01,1.29,0,1.42,0,3.79,0,4.71,0,2.38,0.01,2.77,0.33,0,0,0,10.21,1.53,3.19,0,1.66,0,0,3.36
234377_at,1.3,2.97,3.15,0,0,0,3.28,0.68,0.08,0,1.9,3.18,0.46,0,0.02,1.21,1.5,3.21,0.33,0.47,0,0,0.05,1.59
234378_at,0.27,0,0,5.45,0,2.98,0,3.99,0,0.28,0,0,0,0,0,2.39,3.32,1.07,0,2.6,0,1.97,0,0
234379_at,0,2.26,0,0,0.91,0,2.08,0,3.94,0,0,0.87,3.93,0,0,0,0,0,0.16,0,1.69,1.11,2.1,0.54
234380_x_at,0.01,4.33,0.29,0.83,0,3.23,4.74,3.25,2.95,0,3.16,0.37,3.36,3.25,3.63,2.46,1.93,3.05,0.01,2.35,3.16,2.05,2.63,2.32
234381_at,6.34,0.45,15.45,5.56,3.79,89.92,78.17,244.96,311.19,98.72,5.6,59.14,10.87,44.42,15.43,176.91,118.64,22.55,230.2,211.03,148.84,95.31,288.6,9.65
234382_x_at,117.41,73.54,112.05,105.96,97.31,141.91,30.15,36.88,68.32,33.05,95.99,77.42,54.08,135.48,77.11,33.98,4.34,65.39,34.55,79.65,3.11,3.82,0.93,54.49
234383_x_at,0.2,0.65,1.02,0,0.67,1.23,0.34,0.13,2.04,2.34,1.01,0.02,2.34,1.94,3.68,1.48,1.24,0,1.77,15.06,0,1.35,0,1.92
234384_at,0.01,4.14,10.23,1.84,0,0.62,0.49,3.63,0,3.69,3.07,0,8.06,0.01,2.96,0,1.02,4.99,2.19,0,3.32,1.62,0,0.66
234385_at,0.39,0,2.39,1.73,0,1.71,0.01,0,2,0,0,0.01,0.93,0,0.86,0,1.02,0,0,0,1.88,1.97,11.54,0.42
234386_s_at,4.04,4.05,2.53,2.81,2.92,3.33,0,3.36,0.41,0.1,0.22,0,2.87,0,0,1.64,0.01,0.02,0,0.75,0,0,0,1.13
234387_at,1.47,3.39,0.01,2.56,3.62,0.06,1.75,6.63,0,0,0,0,3.19,5.24,0,0,2.5,6.01,0.04,5.64,4.39,0.57,1.69,5.11
234388_at,3.97,7.34,6.91,5.29,2.84,4.6,2.7,0,2.15,5.54,4.97,7.07,3.91,6.91,3.06,0.38,3.5,4.2,0.8,4.73,0,4.64,4.23,3.76
234389_x_at,0,1,0.5,0,1.5,0,2.06,5.91,0.84,1.31,7.9,0,1.84,0,1.51,1.96,0.88,2.36,0,1.17,0,0,3.46,0
234390_x_at,11.7,31.78,4.93,12.95,145.85,3.21,79.18,1.9,227.55,3.89,6.56,22.23,27.12,11.07,28.07,132.03,4.06,62.65,211.4,129.29,12.89,35.81,0.53,3.53
234392_at,3.74,0.45,7.12,0.01,4.18,0.52,3.37,1.62,1.25,3.19,1.63,1.16,3.55,0,5.68,1.46,3.89,0,0.51,1.99,2.68,2.55,1.85,0
234393_at,0,0.74,1.66,0,0.3,0.54,3.14,0,7.91,0,3.67,0,0,0,0,5.65,8.25,1.45,0,2.2,0,0,0.89,1.38
234394_at,4.01,0,0,0.06,4.87,0,0,0.01,0,0,4.28,0,0,1.92,0,0,0,0.35,3.48,0,0,1.41,12.06,0
234395_at,2.86,5.48,5.73,5.89,7.66,5.37,2.54,2.96,2.5,5.77,1.69,3.37,8.72,6.51,3.38,3.63,3.95,8.75,3.91,5.03,1.37,10.67,5.8,2.04
234396_at,191.75,121.63,245.48,127.06,140.04,173.77,200.84,101.35,254.54,99.93,33.41,126.5,83.27,85.04,93.96,70.18,78.95,43.45,137.34,106.34,3.57,4.88,89.2,77.96
234397_at,1.74,1.16,3.34,0,0,13.04,3.36,3.46,1.63,2.24,2.31,0,0.01,0,2.25,0,0,0,0,1.65,0,0.88,3.24,0
234398_at,14.07,11.87,178.63,9.34,10.56,56.12,70.22,51.35,4.33,66.53,92.5,83.13,37.78,19.09,82.56,194.88,185.45,14.83,123.58,32.49,169.59,28.79,112.86,12.51
234399_at,0,21.93,2.48,7.38,0,0.01,0,0.1,0,54.82,0.01,0,6.36,4.55,7.32,0,54.57,0.01,0,0.8,0,0.1,0,11.78
234400_at,22.35,50.71,203.5,44.44,51.03,186.53,147.85,134.57,123.43,61.5,10.16,33.59,50.69,60.89,53.55,108.85,138.39,27.73,245.8,53.48,73.29,219.64,0.1,28.68
234401_at,31.98,39.21,677.68,86.93,12.26,126.87,194.62,217.29,254.5,126.16,23.45,71.78,31.58,64.02,78.07,200.88,10.74,53.91,201.02,90.95,73.82,166.4,47.79,64.22
234402_at,32.28,25.46,6.58,16.13,7.05,13.65,2.77,6.98,10.63,4.73,2.2,6.66,25.65,4.77,19.01,4.31,16.96,89.65,3.72,1.18,0.99,38.45,0.6,30.44
234403_at,4.15,5.36,0,1.32,0.03,8.03,0.03,0.93,6.69,4.81,4.78,0.01,3.49,0,3.16,10.75,0.12,2.73,3.1,10.11,2.48,3.46,11.96,6.03
234404_at,2.19,6.42,3.13,10.6,5.03,0,0.62,4.57,0,5.79,1.27,1.85,0.24,0.13,0.02,0,6.94,5.29,0.91,0.95,9.65,2.18,1.69,3.91
234405_s_at,0.13,0,0,0.02,3.67,0.65,0.55,1.05,0,1.16,2.96,2.44,0,0.67,2.87,0,0.82,2.33,0.01,5.53,0.43,0.01,0.97,0
234406_at,105.27,101.38,25.58,96.02,81.61,88.83,89.62,47.19,64.96,4.61,85.86,2.26,95.17,151.99,55.74,0,33.39,113.71,19.65,42.59,0.78,47.51,15.27,112.62
234407_s_at,1.99,0.23,3.06,4.73,3.35,1.51,2.11,0.6,0.57,0.01,3.15,0,0.92,0.03,0.91,1.48,3.37,0.01,0,0,0,2.46,0,2.2
234408_at,0.01,11.3,2.63,3.04,8.48,7.66,0.01,12.92,5.23,4.02,6.27,3.67,5.9,17.52,8.58,4.96,0.59,8.46,0,4.57,3.24,8.2,5.4,0.01
234409_at,234.54,212.71,138.68,256.2,331.23,88.94,118.59,128.56,65.56,59.77,230.31,128.36,161.39,94.25,203.46,153.74,259.89,116.78,129.48,204.51,237.77,48.58,211.73,110.45
234410_at,3.85,3.17,2.71,2.3,2.22,0.95,0.6,0,0.37,0.99,0.03,2.37,0,1.39,2.49,0,0,0,0,5.71,3.56,1.48,3.84,2.51
234411_x_at,1.3,0.03,6.05,0.01,0,3.77,0,0,0,0.67,0,0.47,1.72,4.25,0,0,0,1.28,0.01,4.25,0.69,0.51,8.29,0.62
234412_at,715.63,725.5,120.37,752.27,512.89,209.29,202.71,130.24,128.1,148.34,722.3,113.09,602.11,880.57,678.89,192.68,217.22,660.82,99.3,153.84,313.99,237,228.82,405.05
234413_at,6.07,7.83,1.68,5.39,2.52,1.18,0.03,0,1.87,0.1,2.96,3.21,1.6,7.7,3.75,0.92,2.92,8.16,0.02,3.13,1.62,2.54,0.97,3.2
234414_at,45.89,125.55,0,133.14,108.23,0,0.03,0,2.31,24.32,10.64,4.35,73.5,7.03,73.31,0.83,0.4,4.69,3.64,1.46,1.63,11.13,27.87,42.26
234415_x_at,0,3.24,0,1.13,0.61,0,0,0.9,1.12,2.74,0,1.28,2.28,0,5.84,5.01,0,1.05,0.64,0,0.01,1.25,0.35,0.02
234416_at,141.45,125.58,9.48,150.95,157.61,4.23,53.18,3.77,32.32,3.84,132.26,15.98,103.66,190.23,119.74,6.17,0.01,156.06,169.63,6.76,3.23,63.06,42.63,115.07
234417_at,0,0.2,5.08,4.07,0,6.49,3.37,3.15,0,0,3.54,0,0,0.42,0,0.03,0,0,9.69,0,3.14,0.52,0,0
234418_x_at,0.19,0.86,11.22,0,2.33,1.89,2.72,2.07,0,1.55,0.41,0,0,3.84,2.71,0.57,1.86,0,0,0.44,0,2.49,1.29,0
234419_x_at,0,0,0,0.97,0,0,0,2.33,0,0.75,2.58,0,3.08,0,0,12.28,11.82,0.01,0,0,0,0,0,0
234420_at,0.34,0.05,6.49,0,0,0,4.66,0,0,1.74,0,7.67,4.97,0,0.12,0,5.84,0.16,0,0,0.47,0,1.47,0
234421_s_at,13.76,1.25,0,0,7.49,0.65,0.78,0.01,2.3,1.99,3.06,0,15.14,1.38,3.49,5.51,4.52,6.72,0.36,1.44,0,2.03,2.15,0.94
234422_at,0.85,5.56,0.82,6.79,0.9,1.11,4.37,1.26,0.6,0,1.44,1.14,0.66,2.35,0.01,0,0.69,2.77,0.06,1.91,2.2,1.76,0,0
234423_x_at,4.1,5.37,0.73,0.98,2.79,0.01,2.6,0,0.45,5.17,1.73,0.5,5.63,0.02,0.04,0,5.32,0,0.04,2.24,0.65,0.26,6.98,0
234424_at,1.3,1.2,5.24,3.54,1.42,1.5,2.6,0.01,0,0.01,4.25,1.46,0.88,1.72,1.09,0.9,1.7,3.49,2.38,0,0.3,0.73,0,2.5
234425_at,2.2,6.9,2.37,3.56,4.16,4.5,5.03,0,0.01,0.67,3.61,5,0.54,4.15,3.46,2.47,4.99,1.79,1.5,2.52,1.47,4.9,0.54,7.62
234426_x_at,5.25,0.58,0.01,1,2.34,0.82,0,0.01,0,6.02,0.01,1.23,3.94,4.86,2.13,0,0.01,0,0,2.45,2.69,0,3.4,0.66
234427_at,0,0,2.68,0,0.66,1.25,0.77,0,1.51,4.53,0,0,0,0.01,4.37,0,0,1.53,0,0,3.89,0,0,2.19
234428_at,0,0.12,0,2.21,0,0,0,0.62,6.56,4.27,2.92,6.52,2.97,0.22,5.07,0.99,12.03,1.68,0.02,0.6,0,0.59,1.3,0
234429_at,5.61,0.01,1.02,3.77,0,1.84,0.02,4.35,4.48,4.27,2.07,3.8,0.36,1.65,0.05,2.88,8.77,3.21,3.21,1.34,0.52,3.1,2.11,0.71
234430_at,0,2.25,1.71,0.01,0.52,0.72,0,5.33,0.79,5.95,1.48,0,0,2.55,4.8,0,3.28,2.11,0,2.79,0,0.01,1.39,0.01
234431_at,0.01,0,0,2.79,1.02,0,0,2.84,0,0,1.22,2.34,0,2.28,1.08,0,4.72,2.29,0,0,3.82,0.48,2.13,0
234432_at,1.67,2.34,2.92,3.19,1.78,0,5.22,0,2.37,0.01,1.38,3.07,0,0,0.01,0,2.72,0,0,3.57,0,0,1.76,0.34
234433_at,0.71,0,1.58,2.61,0.01,0.87,10.89,3.46,3.52,0,0,0,0,3.26,2.95,2.23,1.97,1.97,0.19,3.85,1.25,1.76,0.17,0
234434_at,0,1.09,0.01,3.51,0,0,0,1.41,15.58,6.39,0.01,0,6.11,18.74,10.51,4.01,0,3.11,7.26,25.72,3.71,14.47,6.55,0
234435_at,3.07,4.98,45,1.45,3.42,8.3,61.32,170.39,108.38,4.83,2.67,8.36,2.04,0.39,3.42,82.26,110.32,0.86,19.77,29.84,186.92,1.1,6.63,3.22
234436_x_at,0,6,0,0,3.18,0,0,0,0,0.1,2.17,0.37,0,0,3.48,0,3.45,2.18,0.01,0.89,0,0.66,0,0
234437_at,56.99,69.31,1.51,66.59,63.87,5.46,4.42,0.62,1.24,3.56,2.17,1.98,28.73,18.09,35.93,0.02,3.17,40.55,3.52,4.65,0,40.86,2.14,39.2
234438_at,0.34,1.65,0.01,0,2.38,3.78,2.13,0.3,7.57,0.73,0,0,0.8,4.06,3.74,0.01,0,2.72,3.6,0,0,2.23,3.48,1.15
234439_at,313.39,339.68,169.93,399.72,193.34,134.02,187.07,239.54,147.23,185.81,263.72,102.39,332.5,223.52,509.03,153.7,156.01,245.96,108.53,179.81,151.58,620.22,143.98,335.27
234440_at,101.42,123.94,19.54,112.96,77.02,75.72,49.07,35.67,21.95,97.06,87.22,48.68,85.8,69.92,112.97,30.12,110.39,98.95,82.56,26.68,2.94,149.5,11.88,90.37
234441_at,0.16,2.12,0,0.14,0.14,2.52,0.83,1.83,2.32,0.64,0.94,2.27,2.44,0,2.19,0.81,0.01,1.69,0,0,0,0.45,0.18,1.53
234442_at,2.53,4.17,2.13,5.78,4.75,3.56,4.25,0.01,0.57,1.71,0,0.42,1.94,0.76,3,0.67,1.18,3.48,4.88,0,0,2.78,6.1,0.6
234443_at,1.49,3.5,1.67,1.6,0.32,4.26,0.61,0.01,0,0.31,0.06,0,2.67,1.88,0,0,2.54,0.79,0.17,1.86,0,0.36,2.97,2.46
234444_at,41.59,42.54,111.31,75.88,42.13,59.39,68.58,12.87,56.87,64.83,9.19,50.89,43.22,39.08,26.16,89.69,80.84,9.93,86.41,5.65,3.24,3.95,108.6,7.17
234445_at,2.72,6.35,0.02,2.26,1.29,0.34,5.24,4.6,5.23,2.98,0.75,1.2,0.01,2.66,0.55,2.19,5.44,1.04,1.44,3.86,1.52,0.47,0.18,2.95
234446_at,0.68,0,2.43,4.33,3,1.65,0.04,0,0,3.65,0.83,0.69,0.78,2.73,0,1.68,1.41,3.31,0,0.62,0.01,1.82,1.96,4.31
234447_at,1.85,4.18,1.22,0.86,1.71,3.35,1.04,5.38,2.49,0.81,0,0,2.08,1.88,5.58,0.27,1.31,2.13,0,7.97,1.83,3.5,3.09,0.82
234448_at,1.94,0.46,0,0,0,0,0,0,0.02,1.07,0,1.19,0.01,2.33,0.79,0.01,9.98,0,0,0.52,11.03,1.06,1.58,0.71
234449_at,28.63,32.84,5.05,19.86,3.93,69.23,1.5,13.01,1.01,38.9,28.6,26.76,12.99,44.95,29.72,0.56,23.81,26.24,13.5,27.49,133.41,26.61,17.4,20.37
234450_at,0,0.07,0,1.68,0,1.44,4.74,0,0,0.76,3.34,1.01,0.36,2.45,0.27,0,0.75,0.12,0.01,0,0.01,2.36,0.9,2.69
234451_at,0.06,6.1,0.03,1.77,0.01,4.92,1.76,0,0,2.32,2.38,6.4,1.32,2.11,3.13,2.67,2.3,3.46,2.61,0.57,0,7.09,1.67,5.07
234452_at,0.12,4.27,0,0,0,1.52,2.16,0,0,0,1.65,0.71,1.07,2.9,0,2.61,0,0.56,0.76,0.25,2.49,1.05,5.18,7.73
234453_s_at,0,0.01,4.6,0,0,0.32,4.45,2.24,0,0.82,0.7,0,0,0,0,10.16,3.74,0,0.63,2.04,3.98,0.01,0,0
234454_at,2.46,0.14,3.2,2.18,3.63,2.85,0,1.46,0,0,0,3.33,0.01,4.21,1.62,2.34,5.14,3.92,3.96,2.08,0,1.88,0.2,4.2
234455_at,0.46,0.28,0.11,0,2.21,1.13,2.64,1.34,2.9,2.5,0.79,0,0.58,1.14,3.37,1.04,1.42,16.8,0.44,5.21,2.54,1.12,2.07,1.04
234456_at,6.16,5.06,1.5,5.83,0,3.07,1.79,0,0.54,3.12,0.02,2.44,2.86,3.47,2.09,5.85,0,4.93,1.56,0,1.16,1.03,3.85,0
234457_at,3.01,0.57,0.78,0,1.73,0,17.14,0.86,0.29,3.53,1.2,1.35,4.53,0.01,0.96,1.22,0,0,0.01,2.06,1.19,1.13,12.34,0.57
234458_at,0.98,2.35,5.56,0.87,0.24,0,0,3.24,0.77,2.86,1.31,0,0,2.16,0,0,0,1.96,1.08,0,0,0,2.71,2.79
234459_at,0,0.01,0,0,4.19,1.58,1.13,2.54,0.88,1.39,2.43,1.26,0,0,8.55,1.09,0.66,0,0,8.37,3.57,0,1.8,0
234460_at,0,1.45,0,0,1.13,1.19,1.48,0,0.01,0,3.12,2.38,1.84,2.03,1.12,2.57,4.7,0,1.3,1.83,1.21,1.47,0.04,0.16
234461_at,1.46,20.72,13.4,3.91,2.31,0.7,2.45,2.35,2.61,3.94,2.28,0.39,0.86,5.97,3.23,0.43,0.03,1.74,1.36,0.5,0,2.54,0,2.74
234462_at,2.32,4.6,2.17,0.06,0,9.3,0.33,0.73,3.08,0,0,3.68,1.73,0.71,4.48,0,0,1.81,0.81,3.86,4.3,0.04,0.02,2.56
234463_at,44.57,2.55,0.59,35.72,23,0.02,0.8,0,1.32,71.45,2.65,2.92,0.85,97.87,5.48,0.37,81.84,3.2,167.16,96.38,2.47,0.92,5.77,3.48
234464_s_at,1.76,0,1.23,0,0,4.46,0,0,1.6,0,0,2.28,2.81,2.54,0.32,0,2.78,9.61,0,0,0.01,0,0.68,0
234465_at,5.92,8.02,196.3,4.79,3.57,84.24,213.75,182.82,162.33,90.28,5.68,41.36,4.16,18.98,3.84,254.16,277.49,6.63,241.79,261.87,346.23,1.69,262.23,3.51
234466_at,0.74,0.64,3.42,0,5.14,5.45,8.87,1.7,1.99,4.86,1.24,4.52,0.9,0.66,0.01,0,0,0.34,3.24,1.36,3.82,4.12,4.47,3.58
234467_at,0,0,2.98,0,0,0.91,0.72,0,0.68,4.86,1.92,0.41,1.97,1.89,2.49,1.56,1.61,1.83,0.3,0,0,0.01,0,0
234468_at,2.12,3.81,0.34,2.51,0.1,2.71,37.85,15.56,1.59,4.46,5.23,3.72,5.65,31.29,2.18,2.43,1.32,3.41,0.85,0.01,3.93,8.02,0.83,3.27
234469_at,2.28,0,0,0,0,8.51,0,0,0,0,0.94,0,4.26,3.09,0.01,2.07,3.91,0,0,0,0,0,0,3.95
234470_at,0,4.3,0.01,0,0,0.9,5.2,3.63,0.01,2.48,2.17,0,0,2.48,0,3.5,0,0,0,3.67,11.56,0.12,0.58,0.58
234471_s_at,0,3.55,3.38,1.65,0.05,4,1.98,4.16,0.01,0,2.45,1.55,0,2.6,0,5.87,0.24,1.61,0,2.87,2.64,1.47,10.57,0.01
234472_at,0.28,0,0.23,1.85,0,1.18,0.01,3.39,0.13,2.88,2.72,0,17.36,2.48,0.93,0.93,0.05,3.37,4.69,1.2,1.24,3.95,0.67,0
234473_at,1.67,0.7,0.01,0.03,3.38,0,2.84,1.39,1.9,0,1.72,0,0.01,0.31,0,0,0.09,1.42,5.28,0,0.2,0.01,0,0
234474_x_at,0.38,0,1.34,6,4.33,3,0,1.35,2.6,2.63,0,0.01,5.01,3.16,0.28,0,9.77,0.74,0,4.64,1.15,1.44,0,2.41
234475_x_at,20.64,22.49,22.13,31.62,0.11,82.96,0.11,93.25,20.81,0.33,7.35,18.25,0.03,0.09,0.06,22.24,0.02,13.54,21.18,66.62,92.71,15.24,0.01,0.07
